,pitch,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50,mfcc51,mfcc52,mfcc53,mfcc54,mfcc55,mfcc56,mfcc57,mfcc58,mfcc59,mfcc60,mfcc61,mfcc62,mfcc63,mfcc64,mfcc65,mfcc66,mfcc67,mfcc68,mfcc69,mfcc70,mfcc71,mfcc72,mfcc73,mfcc74,mfcc75,mfcc76,mfcc77,mfcc78,mfcc79,mfcc80,mfcc81,mfcc82,mfcc83,mfcc84,mfcc85,mfcc86,mfcc87,mfcc88,mfcc89,mfcc90,mfcc91,mfcc92,mfcc93,mfcc94,mfcc95,mfcc96,mfcc97,mfcc98,mfcc99,mfcc100,mfcc101,mfcc102,mfcc103,mfcc104,mfcc105,mfcc106,mfcc107,mfcc108,mfcc109,mfcc110
0,355.64516129032256,-798.808693758972,-479.9759671964682,-426.39187519940697,-418.8826100087086,-338.03492865412613,-377.9968786761162,-413.9629858201856,-390.9507444150102,-410.1062576838033,-367.04879587260666,-367.25370479875454,0.0,108.74030955091722,124.77402015459941,102.23577374388839,119.5395299744446,84.69563950396652,118.81737007773492,113.11028949697766,95.28504451119366,108.93631505513395,78.50266407927174,0.0,27.750459920641077,-21.410247236165958,-2.8366802192507246,-61.4425097833489,-34.485629070618614,-32.59026838477153,-32.212802537130585,-8.515690392538346,-33.45826527817059,-28.00792663505336,0.0,43.519746621474624,20.79337362821467,14.155715852098,23.727953695426812,60.61556082475157,20.427531356309302,1.2329248404579134,18.164230162907586,-21.81253734153589,6.549168657842887,0.0,12.153537798512001,17.81268126590831,3.9520154979552813,-4.733554946913612,-2.3649472138296197,18.5477177664039,-0.8208023930399276,8.841194409234559,2.177211217702029,16.13869987367795,0.0,13.88177933509237,-0.4948834844588095,13.351409141956548,1.146368362957865,4.803356387341426,12.725687010719188,29.048227431207465,26.924295183076197,46.67705661031078,20.981773553314298,0.0,6.303588306885215,0.5526184211891845,-0.96830976748483,12.613505125970914,25.908791611013175,18.990858264794298,34.68024479842507,8.677585783909286,19.65594695291562,12.79671057210789,0.0,10.642007999334465,39.47889638357148,49.7479827561186,44.20500155571736,45.84499593318742,43.27543557925728,23.61834087780845,49.85232316485383,56.128135823090304,46.59267144452323,0.0,7.344072882001614,34.6042678965497,17.543670655052978,49.4432582697388,28.16663441299746,32.89162618305804,18.909116360428552,9.192170026662236,14.651853955884356,14.27982908888605,0.0,11.305903910452654,24.23313376242862,28.477390634373844,17.80616897998903,-4.058537188887103,9.454337527524284,-3.949267145839929,-2.3111919328207944,-20.566476989687004,-18.25572692528973
