,mean,median,mode,std,minfreq,peak,q25,q75,iqr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50,mfcc51,mfcc52,mfcc53,mfcc54,mfcc55,mfcc56,mfcc57,mfcc58,mfcc59,mfcc60,mfcc61,mfcc62,mfcc63,mfcc64,mfcc65,mfcc66,mfcc67,mfcc68,mfcc69,mfcc70,mfcc71,mfcc72,mfcc73,mfcc74,mfcc75,mfcc76,mfcc77,mfcc78,mfcc79,mfcc80,mfcc81,mfcc82,mfcc83,mfcc84,mfcc85,mfcc86,mfcc87,mfcc88,mfcc89,mfcc90,mfcc91,mfcc92,mfcc93,mfcc94,mfcc95,mfcc96,mfcc97,mfcc98,mfcc99,mfcc100,mfcc101,mfcc102,mfcc103,mfcc104,mfcc105,mfcc106,mfcc107,mfcc108,mfcc109,mfcc110,label
0,1432.1518827211123,1456.390951779712,1860.5759684687225,525.849174216547,448.43582652112747,3935.6324365824466,1022.2816581275363,1776.2913155323122,754.0096574047759,-510.597783882373,-505.05339841432493,-499.95959547735475,-178.19051564141662,-148.9487855396545,-134.7545716772444,-95.02302841676435,-217.98790383331882,-182.90621188947668,-191.76266334592498,-393.4139509294863,68.4455113678784,63.83483650031866,68.62056666920388,103.0134090312721,15.259979287345324,-42.99409059274346,41.75197695192335,112.5602830900913,89.56847505317351,113.30977523828992,114.23842588058847,2.8515940733657805,-9.106300853846891,-0.28354077862928534,2.593919713764284,4.715561933409081,-46.87470409002249,-64.49669587870058,-13.70871183688249,-3.5592225312951027,-0.829219437565976,22.18506226760967,18.494595497499795,19.789381427534583,22.101941916963664,-11.756897469195732,-56.31980730643933,0.4519722431830109,20.789734467234823,15.701689554540648,-22.451067042232864,-23.080493150101077,-8.399640358926094,10.065271430769075,7.680586730169351,5.548065855000363,-6.567180410283349,-28.51875188606408,-6.574701914144384,-6.38337846612116,-55.53308007622613,-34.071889765240854,-22.017888918781736,-9.943128854658836,18.45816006762474,10.75972406314353,12.9665616127314,3.505041922179422,34.26495303573718,7.94856640151948,28.294915992639613,-16.71107239910358,9.121888760525248,12.51429534300556,12.333201704713975,12.038635965623335,-6.7889219832561425,0.8107865231733815,10.610727780169189,-3.778928596048888,-31.697989520255568,4.813645315416116,-28.679858780364924,-3.683490363032678,3.1810331941293777,-8.189539710088466,13.450630873307645,4.375608506212538,11.856089563359848,-10.350114967034045,2.350890689273143,-17.96449198583666,-19.562491805739302,20.71124131040635,1.571954519486528,2.2618981605356527,4.620687908451112,2.744621503019388,3.7611467668672396,5.615261543415418,5.19923660549428,-7.759439684685432,7.378725151507818,-4.489877003934449,-34.16811304167064,-5.4301846066466855,-2.8126350361973382,-4.915711576680566,6.3116843642564175,15.621741286819322,7.870007845436518,6.556116877979087,1.7364436213570253,-2.7755752551765926,8.263644017270913,6.838413647383377,-5.7068809742105655,-6.487909674603001,2.3643541321579193,male
